Open,Close
1.21725,1.21536
1.21536,1.21191
1.21191,1.21013
1.21012,1.20072
1.20072,1.20456
1.20453,1.20932
1.2097,1.21056
1.21056,1.20927
1.20927,1.21222
1.21222,1.21533
1.21533,1.21113
1.21109,1.2104
1.21064,1.21103
1.21104,1.21127
1.21123,1.20439
1.20439,1.19695
1.19696,1.19241
1.19242,1.19561
1.19541,1.19643
1.19643,1.1935
1.1935,1.196
1.19601,1.18973
1.18971,1.19096
1.19096,1.19226
1.19192,1.19251
1.19254,1.19475
1.19477,1.19693
1.19694,1.1964
1.19639,1.20081
1.20087,1.20208
1.20194,1.20495
1.20495,1.20142
1.20143,1.19349
1.19349,1.19867
1.19868,1.20192
1.20192,1.20333
1.19989,1.20081
1.20083,1.19877
1.19877,1.19665
1.19664,1.19231
1.19231,1.18831
1.18828,1.18912
1.18906,1.18922
1.18923,1.18642
1.18644,1.183
1.18299,1.18591
1.18587,1.19105
1.19104,1.18861
1.18832,1.18789
1.18789,1.19012
1.19012,1.18905
1.18904,1.18556
1.18557,1.19213
1.19214,1.18892
1.18863,1.18573
1.18574,1.18604
1.18604,1.18422
1.18422,1.18114
1.18118,1.17794
1.17795,1.18239
1.1821,1.18266
1.18266,1.1831
1.1831,1.18274
1.18273,1.1847
1.18472,1.18553
1.18555,1.18632
1.18656,1.18827
1.18828,1.1886
1.1886,1.1946
1.19459,1.19793
1.19793,1.19765
1.19765,1.19513
1.19489,1.19347
1.19346,1.19456
1.19457,1.20212
1.20212,1.20116
1.2011,1.20076
1.20078,1.19929
1.19931,1.20154
1.20155,1.20293
1.20293,1.20046
1.20047,1.19836
1.19831,1.19719
1.19716,1.19743
1.19706,1.19666
1.19666,1.19984
1.19984,1.19392
1.19392,1.19851
1.19844,1.19512
1.19513,1.19938
1.19902,1.19863
1.19863,1.19563
1.19563,1.19555
1.19555,1.19587
1.19586,1.20221
1.20222,1.20048
1.19799,1.19626
1.19626,1.19823
1.19823,1.20275
1.20274,1.20703
1.20704,1.20511
1.20511,1.20428
1.20398,1.20596
1.20591,1.20627
1.20628,1.20339
1.20339,1.20028
1.20027,1.2025
1.2025,1.20284
1.20256,1.2044
1.20439,1.2059
1.2059,1.20599
1.20598,1.20471
1.20473,1.20386
1.20385,1.21558
1.21529,1.21481
1.21483,1.21593
1.21593,1.2187
1.21871,1.21394
1.21394,1.21303
1.21304,1.21781
1.21768,1.21737
1.21737,1.21878
1.21878,1.21698
1.21694,1.21152
1.21154,1.21687
1.21687,1.21822
1.21574,1.21726
1.21726,1.21829
1.21828,1.22305
1.22305,1.22477
1.22477,1.2277
1.22771,1.22483
1.22451,1.22701
1.22701,1.22485
1.22485,1.21917
1.21913,1.22213
1.2222,1.22144
1.22139,1.21652
1.216,1.21463
1.21466,1.21796
1.21795,1.21785
1.21785,1.21746
1.21745,1.21427
1.21427,1.21462
1.21412,1.21585
1.21584,1.21554
1.21554,1.21648
1.21649,1.21129
1.21127,1.21459
1.21455,1.21586
1.2155,1.21381
1.21381,1.21404
1.21404,1.21446
1.21446,1.20274
1.20273,1.20775
1.20773,1.2073
1.20659,1.2056
1.20559,1.20763
1.20763,1.20855
1.20855,1.21208
1.2121,1.20771
1.20772,1.20806
1.2077,1.20778
1.20779,1.20845
1.20848,1.21183
1.21191,1.21073
1.21073,1.20829
1.20829,1.20769
1.20736,1.20684
1.20683,1.20835
1.20835,1.20951
1.20953,1.22188
1.22189,1.2248
1.2248,1.22141
1.22114,1.2209
1.2209,1.21904
1.21904,1.22419
1.22422,1.22353
1.22353,1.22239
1.22243,1.22026
1.21964,1.21841
1.21841,1.21896
1.21893,1.21785
1.21785,1.21106
1.21113,1.21289
1.21287,1.21354
1.21089,1.21421
1.21421,1.21151
1.21151,1.20746
1.20746,1.20892
1.20893,1.20846
1.20846,1.20535
1.20522,1.20395
1.20397,1.20519
1.20517,1.20368
1.20372,1.20551
1.2055,1.20813
1.20813,1.20958
1.20937,1.21075
1.21072,1.21192
1.2119,1.21034
1.21034,1.20627
1.20627,1.20395
1.20401,1.2047
1.2044,1.20507
1.20506,1.20399
1.204,1.20478
1.20478,1.2049
1.20492,1.1937
1.1937,1.19295
1.19277,1.19055
1.19055,1.19022
1.19022,1.18956
1.18956,1.18476
1.18473,1.18255
1.18256,1.18253
1.18104,1.18069
1.18068,1.18305
1.18303,1.18126
1.18124,1.18184
1.18184,1.17752
1.17751,1.17657
1.17637,1.17743
1.17742,1.17642
1.17633,1.17777
1.17777,1.17648
1.17648,1.18487
1.18487,1.18334
1.18289,1.1813
1.18131,1.18249
1.18246,1.18226
1.18225,1.17724
1.17725,1.17853
1.17853,1.17964
1.1793,1.18117
1.18122,1.18348
1.18349,1.1844
1.1844,1.18204
1.18204,1.18209
1.1821,1.18329
1.18316,1.1814
1.1814,1.18088
1.18089,1.18013
1.18013,1.18536
1.18535,1.17535
1.17535,1.1738
1.17294,1.16782
1.16782,1.16543
1.16544,1.16585
1.16585,1.1717
1.1717,1.17226
1.17228,1.1709
1.1709,1.17162
1.17164,1.17053
1.1705,1.17383
1.17383,1.16986
1.16984,1.16511
1.16511,1.16543
1.16462,1.16667
1.16667,1.1684
1.16842,1.16414
1.16416,1.16377
1.16377,1.16255
1.16255,1.16206
1.16207,1.15831
1.1583,1.15777
1.15776,1.15976
1.15976,1.15646
1.15648,1.15339
1.15339,1.15442
1.15418,1.15503
1.15497,1.15505
1.15504,1.15553
1.15553,1.15399
1.15399,1.15238
1.15237,1.15126
1.14797,1.14797
1.14795,1.14648
1.14648,1.14903
1.14902,1.1491
1.14911,1.15151
1.15154,1.15167
1.15159,1.15905
1.15904,1.1563
1.1563,1.15742
1.15741,1.15471
1.15472,1.15302
1.15303,1.15184
1.15141,1.14798
1.14795,1.14781
1.14786,1.14955
1.14955,1.14315
1.14315,1.14952
1.14952,1.15331
1.15316,1.15059
1.15059,1.15051
1.15051,1.14958
1.14959,1.15029
1.15027,1.14817
1.14817,1.15012
1.14972,1.15427
1.15427,1.1588
1.15881,1.16297
1.16297,1.15754
1.15753,1.16015
1.16015,1.15863
1.16355,1.16117
1.16115,1.16049
1.1605,1.16918
1.16918,1.16922
1.16922,1.17091
1.17091,1.16807
1.16807,1.1695
1.16948,1.16817
1.16819,1.17144
1.17144,1.15554
1.1555,1.15245
1.15244,1.14919
1.14943,1.15019
1.15019,1.15211
1.1521,1.15383
1.15379,1.15568
1.15569,1.15656
1.15654,1.15392
1.15392,1.15337
1.15337,1.15246
1.15248,1.15281
1.1528,1.15095
1.15093,1.14811
1.14811,1.14685
1.14685,1.14709
1.14709,1.14657
1.14657,1.13708
1.1371,1.13783
1.13784,1.13974
1.13974,1.1423
1.14054,1.14242
1.14242,1.14012
1.14013,1.1366
1.1366,1.13717
1.13716,1.14177
1.14178,1.14322
1.14288,1.14306
1.14306,1.14279
1.14279,1.14323
1.14323,1.14182
1.1418,1.13835
1.13835,1.13799
1.13763,1.13717
1.13717,1.13683
1.13683,1.13299
1.13299,1.13426
1.13424,1.13143
1.13144,1.12681
1.12648,1.12272
1.12272,1.1243
1.12429,1.13259
1.13259,1.1336
1.13344,1.12644
1.12644,1.12538
1.12576,1.12642
1.1264,1.12318
1.12317,1.11751
1.11753,1.10609
1.10608,1.08964
1.08967,1.08449
1.07948,1.03998
1.03973,1.05339
1.0534,1.07542
1.07542,1.08802
1.08804,1.06815
1.06812,1.06895
1.06771,1.07697
1.07696,1.07698
1.07698,1.08074
1.08069,1.07715
1.0772,1.06756
1.06756,1.0729
1.07283,1.06916
1.06914,1.06476
1.06481,1.06899
1.069,1.06722
1.06715,1.08608
1.08609,1.0888
1.08859,1.08058
1.08055,1.0807
1.08073,1.07979
1.07979,1.08787
1.08787,1.10594
1.10598,1.11162
1.11099,1.11573
1.11572,1.11059
1.1106,1.12173
1.12185,1.10687
1.10687,1.11295
1.11293,1.11545
1.11595,1.11274
1.11275,1.10936
1.10936,1.12103
1.12103,1.12167
1.12167,1.1276
1.12762,1.13223
1.13186,1.133
1.133,1.1321
1.13208,1.13793
1.13792,1.1385
1.13856,1.14543
1.14544,1.14737
1.14733,1.14391
1.1439,1.14325
1.14325,1.14225
1.14225,1.1321
1.13211,1.12906
1.12906,1.13253
1.13225,1.13629
1.13629,1.1366
1.1366,1.12885
1.12886,1.1266
1.1266,1.11442
1.11443,1.11576
1.11557,1.11481
1.11482,1.11538
1.1154,1.11927
1.1193,1.11326
1.11323,1.10976
1.10979,1.10863
1.10798,1.10876
1.10876,1.10806
1.10806,1.10547
1.10548,1.10737
1.10739,1.1027
1.10268,1.1054
1.10525,1.10873
1.10873,1.10233
1.10231,1.1044
1.10438,1.10879
1.1088,1.11617
1.11618,1.09667
1.09627,1.09698
1.09697,1.09969
1.09962,1.10363
1.10365,1.10471
1.10471,1.10627
1.10625,1.10982
1.10983,1.11115
1.11115,1.10896
1.10895,1.11032
1.11032,1.12167
1.12162,1.13295
1.13279,1.13227
1.13105,1.1307
1.1307,1.13213
1.1321,1.12748
1.12751,1.12614
1.12612,1.11612
1.11611,1.11781
1.12108,1.12238
1.12238,1.12254
1.12256,1.12666
1.12671,1.13383
1.13382,1.13901
1.13901,1.13581
1.13559,1.13527
1.13526,1.13892
1.13893,1.12939
1.12939,1.13273
1.13271,1.13131
1.13129,1.13217
1.1313,1.13406
1.13404,1.13258
1.13254,1.12619
1.12622,1.12459
1.12462,1.11932
1.11934,1.12166
1.12156,1.12086
1.12084,1.12211
1.12211,1.11846
1.11849,1.12551
1.12554,1.12552
1.12552,1.1235
1.12324,1.12063
1.12064,1.11962
1.11962,1.11307
1.11306,1.1129
1.11289,1.12597
1.12604,1.12932
1.13793,1.13278
1.13277,1.13479
1.13478,1.13264
1.13276,1.13245
1.13242,1.12752
1.12755,1.12767
1.12712,1.13184
1.13183,1.12988
1.12991,1.13206
1.13204,1.13633
1.13634,1.14699
1.14695,1.14693
1.14693,1.14384
1.14384,1.14525
1.14525,1.16003
1.16001,1.15553
1.15552,1.16105
1.16108,1.16267
1.16162,1.16247
1.16249,1.16231
1.1623,1.15904
1.15902,1.15778
1.15777,1.15733
1.15734,1.15629
1.15574,1.15522
1.15527,1.15721
1.15722,1.15269
1.15274,1.15387
1.15388,1.15884
1.15884,1.16141
1.15858,1.1594
1.15941,1.15936
1.15937,1.15644
1.15644,1.14797
1.14797,1.14682
1.14684,1.14663
1.14662,1.14909
1.14909,1.15234
1.15231,1.15344
1.15339,1.15489
1.15488,1.14854
1.14853,1.14881
1.14873,1.15064
1.15063,1.15107
1.15107,1.14976
1.14976,1.14932
1.14932,1.14723
1.147,1.13896
1.13895,1.14125
1.14124,1.14094
1.14089,1.1253
1.1253,1.11775
1.11773,1.11766
1.11766,1.11597
1.11599,1.11982
1.11982,1.12075
1.12076,1.12188
1.12188,1.12701
1.12702,1.13328
1.13327,1.13734
1.13094,1.13253
1.13252,1.13351
1.13352,1.1441
1.1441,1.14701
1.14701,1.15176
1.15176,1.15133
1.151,1.15149
1.15149,1.14865
1.14865,1.14916
1.14915,1.14458
1.14459,1.15782
1.1578,1.15428
1.15362,1.15297
1.15297,1.1535
1.15349,1.14522
1.14519,1.14102
1.14103,1.13792
1.13799,1.13548
1.13517,1.13866
1.13866,1.14074
1.14073,1.13663
1.13664,1.16079
1.16083,1.16439
1.16441,1.17138
1.17035,1.165
1.165,1.17084
1.17083,1.1756
1.17558,1.17802
1.17804,1.17988
1.1799,1.18321
1.17963,1.1788
1.17878,1.17474
1.17474,1.18005
1.17996,1.17582
1.17584,1.17578
1.1758,1.17572
1.17541,1.17485
1.17484,1.17762
1.17758,1.18234
1.18248,1.19673
1.19682,1.18923
1.18923,1.18651
1.18613,1.18437
1.18437,1.18706
1.18703,1.18956
1.18956,1.18722
1.18723,1.18949
1.1895,1.19133
1.19088,1.18871
1.1887,1.18975
1.18976,1.18862
1.18863,1.17648
1.17647,1.18371
1.18368,1.18609
1.18603,1.1886
1.1886,1.19033
1.19031,1.19273
1.19275,1.19064
1.1907,1.1879
1.18791,1.18844
1.18914,1.18565
1.18565,1.18322
1.18323,1.18053
1.18052,1.18092
1.18092,1.17935
1.17933,1.18233
1.18169,1.18531
1.1853,1.18444
1.18446,1.18602
1.186,1.18765
1.18766,1.1882
1.1882,1.18831
1.18832,1.18841
1.18842,1.18859
1.18858,1.19194
1.19194,1.19706
1.19706,1.20292
1.20294,1.20532
1.20497,1.20882
1.20883,1.20929
1.20928,1.20935
1.20938,1.21172
1.2117,1.21237
1.21237,1.21163
1.21092,1.21008
1.21008,1.21003
1.21002,1.20804
1.20804,1.20795
1.20795,1.2095
1.20947,1.20913
1.20565,1.20381
1.20383,1.20494
1.20492,1.20873
1.20872,1.20755
1.20756,1.20009
1.20009,1.19554
1.19539,1.19891
1.1989,1.20114
1.20114,1.19862
1.19874,1.19872
1.1987,1.1971
1.1971,1.19517
1.19482,1.19811
1.19811,1.19792
1.19794,1.20145
1.20143,1.1987
1.19867,1.19423
1.19422,1.2055
1.20555,1.20826
1.20825,1.21026
1.21023,1.21498
1.21498,1.22143
1.22143,1.22597
1.22596,1.2255
1.22512,1.22421
1.22421,1.22291
1.22291,1.22739
1.22746,1.21846
1.21849,1.22769
1.22777,1.22905
1.22632,1.23238
1.23238,1.2334
1.23342,1.22838
1.22836,1.22621
1.22621,1.21818
1.21817,1.21906
1.21864,1.2208
1.2208,1.21933
1.21934,1.2178
1.21775,1.22023
1.2202,1.21757
1.21758,1.21318
1.21296,1.21434
1.21434,1.21293
1.21294,1.21295
1.21297,1.22175
1.22175,1.22241
1.22241,1.22034
1.22015,1.21843
1.21845,1.21879
1.21878,1.21719
1.21719,1.22128
1.22128,1.22334
1.22334,1.22363
1.22324,1.22679
1.22685,1.22594
1.22595,1.22474
1.22474,1.22699
1.22701,1.22863
1.22864,1.22606
1.22519,1.22221
1.22221,1.22268
1.22269,1.22738
1.22739,1.22931
1.22931,1.22821
1.22818,1.22656
1.22664,1.22755
1.22755,1.22812
1.22815,1.22741
1.22741,1.24105
1.24105,1.23668
1.23668,1.23644
1.23625,1.23511
1.23513,1.23548
1.23548,1.23941
1.23941,1.23715
1.23712,1.24188
1.24188,1.24256
1.24166,1.23997
1.24003,1.23927
1.23927,1.23392
1.23392,1.23173
1.23173,1.21591
1.21591,1.21759
1.21757,1.22013
1.22013,1.22057
1.22057,1.21444
1.21441,1.21886
1.21886,1.21797
1.21799,1.21531
1.21376,1.21968
1.21968,1.21696
1.21696,1.22121
1.22119,1.21657
1.21659,1.21808
1.21808,1.21458
1.2148,1.21526
1.21526,1.21158
1.2116,1.21499
1.21496,1.21472
1.21472,1.21422
1.21424,1.21825
1.21794,1.21664
1.21665,1.21667
1.21667,1.21382
1.2138,1.21417
1.21414,1.2068
1.20677,1.20828
1.20786,1.21109
1.21106,1.21186
1.21186,1.20994
1.20994,1.20307
1.20307,1.2021
1.2021,1.20378
1.20365,1.20448
1.20449,1.20355
1.20356,1.20661
1.20661,1.2044
1.2044,1.20529
1.20529,1.20478
1.2054,1.20568
1.20567,1.20722
1.20721,1.20553
1.20543,1.20615
1.20615,1.20981
1.20982,1.20949
1.20949,1.20619
1.20617,1.20238
1.20234,1.20136
1.20136,1.20319
1.20264,1.20268
1.2027,1.20256
1.20254,1.20293
1.20293,1.20839
1.2084,1.20439
1.20439,1.20175
1.20152,1.20401
1.20396,1.20379
1.20381,1.20552
1.20554,1.20496
1.20496,1.20684
1.20685,1.20553
1.20528,1.2059
1.20589,1.20439
1.20437,1.20313
1.20313,1.20526
1.20526,1.20982
1.20988,1.20907
1.20782,1.20747
1.20747,1.20458
1.20457,1.20516
1.20515,1.2047
1.20469,1.20458
1.20432,1.20508
1.20508,1.20693
1.20693,1.19237
1.19238,1.19931
1.1993,1.19642
1.19642,1.19655
1.19616,1.19938
1.19937,1.19846
1.1984,1.20601
1.20602,1.20563
1.20561,1.20659
1.20659,1.20532
1.20523,1.2063
1.20629,1.20373
1.20374,1.20304
1.20304,1.19199
1.192,1.19073
1.19074,1.19128
1.19098,1.19185
1.19185,1.19039
1.1904,1.18582
1.18583,1.19262
1.19262,1.20847
1.20847,1.20945
1.2077,1.21135
1.21135,1.21463
1.21463,1.21587
1.21587,1.21682
1.21682,1.21944
1.21944,1.21836
1.21842,1.21796
1.21796,1.21748
1.21749,1.21836
1.21837,1.21373
1.21373,1.21485
1.21485,1.21495
1.21466,1.21502
1.21498,1.21687
1.21685,1.21324
1.21324,1.2106
1.21062,1.21208
1.21208,1.21483
1.21436,1.21587
1.21587,1.21559
1.21559,1.2177
1.2177,1.22361
1.22365,1.22285
1.22286,1.22079
1.22069,1.22184
1.22184,1.2181
1.21812,1.2228
1.22279,1.21673
1.21674,1.22091
1.22092,1.22351
1.221,1.22711
1.22713,1.22632
1.22633,1.22003
1.22003,1.21929
1.2193,1.21907
1.21908,1.21917
1.21901,1.21878
1.21878,1.22009
1.22009,1.22085
1.22087,1.22518
1.2252,1.22622
1.22622,1.22875
1.22862,1.22845
1.22844,1.22823
1.22823,1.23592
1.23592,1.2395
1.23949,1.23455
1.23455,1.23467
1.23467,1.23362
1.23364,1.23309
1.23308,1.23369
1.23371,1.23493
1.23489,1.23724
1.23726,1.23882
1.2388,1.2385
1.23849,1.23788
1.23789,1.23412
1.23411,1.23413
1.23413,1.23864
1.23862,1.23993
1.23978,1.2426
1.24259,1.24139
1.24139,1.24065
1.24065,1.23457
1.23456,1.23686
1.23686,1.23758
1.23742,1.2388
1.23879,1.23867
1.23867,1.23304
1.23303,1.22921
1.22914,1.23259
1.23259,1.23343
1.23282,1.23261
1.23259,1.2322
1.23219,1.231
1.231,1.23153
1.23152,1.2382
1.23821,1.23995
1.23974,1.24098
1.24099,1.24008
1.24006,1.23845
1.23845,1.23926
1.23925,1.23748
1.23749,1.24078
1.24082,1.24036
1.24036,1.23813
1.23814,1.23706
1.23706,1.23682
1.23682,1.23918
1.23918,1.23976
1.23897,1.23923
1.23923,1.23966
1.23966,1.23926
1.23929,1.23746
1.23745,1.23631
1.23625,1.23495
1.23456,1.23665
1.23665,1.23382
1.23383,1.23255
1.23255,1.23214
1.23215,1.23254
1.23252,1.23191
1.23151,1.23101
1.23101,1.23148
1.23148,1.23169
1.23169,1.23396
1.23396,1.23019
1.23017,1.23733
1.23718,1.23779
1.23778,1.23907
1.23908,1.23444
1.23445,1.23009
1.23011,1.22435
1.22443,1.22237
1.22236,1.22178
1.22179,1.22135
1.22135,1.22459
1.2246,1.21276
1.21276,1.20746
1.20746,1.20506
1.20297,1.20416
1.20416,1.20676
1.20676,1.20366
1.20366,1.20491
1.20489,1.20115
1.20117,1.20171
1.20197,1.20518
1.20518,1.20486
1.20486,1.20052
1.20052,1.19795
1.19795,1.20847
1.20844,1.20469
1.20433,1.20469
1.20469,1.20533
1.20533,1.21052
1.21052,1.20831
1.20832,1.20835
1.20836,1.20698
1.20662,1.20747
1.20746,1.20882
1.20883,1.21409
1.21408,1.21923
1.21923,1.21421
1.2142,1.212
1.21175,1.21095
1.21096,1.21012
1.21012,1.20997
1.20995,1.21119
1.2112,1.20489
1.20488,1.20578
1.2063,1.20477
1.20481,1.20451
1.20451,1.2038
1.20381,1.20879
1.20879,1.21351
1.21352,1.21381
1.21342,1.21404
1.21405,1.21464
1.21464,1.21881
1.21881,1.22097
1.22101,1.21713
1.21713,1.21729
1.21669,1.21659
1.21659,1.21493
1.21494,1.20963
1.20961,1.2014
1.2014,1.20045
1.20046,1.2032
1.20237,1.20394
1.20394,1.20456
1.20457,1.20547
1.20546,1.19875
1.19876,1.20167
1.20166,1.19907
1.19878,1.19533
1.19533,1.1948
1.19479,1.19425
1.19423,1.19701
1.197,1.20195
1.20199,1.20401
1.20227,1.20188
1.20187,1.20422
1.20422,1.20217
1.20217,1.20377
1.20377,1.20359
1.20359,1.20383
1.20369,1.20257
1.20258,1.20301
1.20301,1.20918
1.20918,1.20995
1.20996,1.21274
1.21279,1.21112
1.21115,1.21207
1.21207,1.21062
1.21062,1.20777
1.20774,1.21048
1.21045,1.20737
1.20736,1.20456
1.20437,1.20568
1.2057,1.20606
1.20606,1.20304
1.20305,1.20346
1.20346,1.19984
1.19987,1.20135
1.20105,1.20161
1.20161,1.20229
1.20229,1.20237
1.20236,1.19647
1.19647,1.19457
1.19457,1.19392
1.195,1.19625
1.19617,1.19381
1.1938,1.19738
1.19738,1.20203
1.20203,1.20592
1.20595,1.20619
1.20615,1.20529
1.2053,1.20402
1.20401,1.20744
1.20744,1.21223
1.21223,1.20997
1.20997,1.20214
1.20215,1.20336
1.20337,1.20405
1.20406,1.20679
1.20678,1.20085
1.20084,1.20228
1.20224,1.20257
1.20256,1.20092
1.20093,1.19882
1.19882,1.19732
1.1973,1.19288
1.19284,1.19335
1.19336,1.19478
1.19472,1.19625
1.19624,1.19646
1.19647,1.19856
1.19855,1.20081
1.20083,1.201
1.20101,1.20435
1.20207,1.20353
1.20349,1.20361
1.20364,1.20284
1.20284,1.20111
1.2011,1.20408
1.20408,1.20262
1.20245,1.2038
1.2038,1.20367
1.20367,1.20124
1.20128,1.19806
1.19807,1.18494
1.18494,1.18266
1.18249,1.18285
1.18284,1.18212
1.18212,1.18328
1.18328,1.18233
1.18232,1.18312
1.18311,1.18429
1.18428,1.18369
1.18369,1.18544
1.18544,1.18695
1.18694,1.19101
1.191,1.19249
1.19247,1.19217
1.19213,1.19246
1.19246,1.1924
1.1924,1.19881
1.19881,1.20183
1.20183,1.20596
1.20597,1.20231
